Unnamed: 0,Rk,PLAYER,POSITION,AGE,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,POINTS,TEAM,GP,MPG,W,SALARY_MILLIONS
309,422,Tomas Satoransky,SG,25,12.6,1.1,2.6,415,0.2,0.6,243,0.9,1.9,473,446,0.4,0.6,0.6970000000000001,0.4,1.0,1.5,1.6,0.5,0.1,0.7,1.1,2.7,WSH,57,12.6,33,2.87
310,423,Christian Wood,PF,21,8.2,0.9,1.8,522,0.0,0.4,0.0,0.9,1.4,667,522,0.8,1.2,733,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,2.7,CHA,13,8.2,5,0.87
311,424,Bryn Forbes,SG,23,7.9,1.0,2.8,364,0.5,1.5,321,0.5,1.3,413,449,0.1,0.2,833,0.1,0.6,0.6,0.6,0.0,0.0,0.3,0.6,2.6,SA,36,7.9,24,1.31
312,425,Andrew Nicholson,PF,27,9.0,1.1,2.9,387,0.1,0.7,185,1.0,2.2,452,0.41,0.2,0.4,643,0.4,1.2,1.6,0.3,0.4,0.2,0.4,1.4,2.6,BKN/WSH,38,9.0,20,6.09
313,427,Pat Connaughton,SG,24,8.1,0.9,1.8,514,0.4,0.8,515,0.5,1.0,513,632,0.2,0.2,778,0.3,1.1,1.3,0.7,0.2,0.1,0.4,0.6,2.5,POR,39,8.1,18,1.47
314,428,DeAndre Liggins,SG,28,12.5,0.9,2.3,387,0.3,0.7,0.37,0.6,1.5,396,447,0.4,0.6,625,0.3,1.4,1.7,0.9,0.8,0.2,0.7,1.3,2.5,CLE/DAL,62,12.5,40,1.58
315,431,Miles Plumlee,C,28,10.8,1.0,2.0,478,0.0,0.0,,1.0,2.0,478,478,0.6,0.9,0.6409999999999999,0.8,1.3,2.1,0.5,0.4,0.3,0.7,1.6,2.5,MIL/CHA,45,10.8,19,12.5
316,432,Mike Scott,PF,28,10.8,0.9,3.3,0.28800000000000003,0.2,1.5,0.14800000000000002,0.7,1.8,406,322,0.4,0.4,875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5,ATL,18,10.8,7,3.33
317,435,Greivis Vasquez,PG,30,13.0,0.7,2.7,0.25,0.3,1.0,333,0.3,1.7,0.2,313,0.7,1.0,667,0.0,0.7,0.7,1.7,0.3,0.3,0.3,2.0,2.3,BKN,3,13.0,1,4.35
318,437,James Young,SG,21,7.6,0.9,2.0,431,0.4,1.2,343,0.4,0.8,565,534,0.2,0.3,667,0.2,0.7,0.9,0.1,0.3,0.1,0.1,0.5,2.3,BOS,29,7.6,16,1.83
319,439,Jake Layman,SF,22,7.1,0.7,2.5,292,0.4,1.5,255,0.4,1.1,342,365,0.4,0.5,765,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2,POR,35,7.1,16,1.31
320,440,Treveon Graham,SG,23,7.0,0.7,1.5,475,0.3,0.6,0.6,0.4,0.9,0.4,588,0.4,0.6,667,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.1,CHA,27,7.0,10,1.31
321,442,Rakeem Christmas,PF,25,7.6,0.7,1.5,442,0.0,0.0,,0.7,1.5,442,442,0.7,1.0,0.7240000000000001,0.9,1.0,1.9,0.1,0.1,0.2,0.3,1.3,2.0,IND,29,7.6,14,1.47
322,444,Demetrius Jackson,PG,22,3.4,0.6,0.8,0.75,0.2,0.2,1.0,0.4,0.6,667,875,0.6,1.2,0.5,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,2.0,BOS,5,3.4,1,1.45
323,444,Demetrius Jackson,PG,22,3.4,0.6,0.8,0.75,0.2,0.2,1.0,0.4,0.6,667,875,0.6,1.2,0.5,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,2.0,BOS,5,3.4,1,1.38
324,446,Udonis Haslem,C,36,8.1,0.7,1.4,478,0.0,0.2,0.0,0.7,1.3,0.55,478,0.6,0.9,0.6,0.5,1.8,2.3,0.4,0.4,0.1,0.5,1.4,1.9,MIA,16,8.1,6,4.0
325,448,Marshall Plumlee,C,24,8.1,0.8,1.4,0.5329999999999999,0.0,0.0,,0.8,1.4,0.5329999999999999,0.5329999999999999,0.4,0.9,421,1.1,1.3,2.4,0.5,0.2,0.2,0.6,1.1,1.9,NY,21,8.1,6,1.31
326,452,Lamar Patterson,SG,25,8.0,0.6,3.0,0.2,0.2,1.2,0.16699999999999998,0.4,1.8,222,233,0.4,0.6,667,0.2,1.2,1.4,1.2,0.2,0.0,0.8,1.2,1.8,ATL,5,8.0,1,0.25
327,454,Cole Aldrich,C,28,8.6,0.7,1.4,523,0.0,0.0,,0.7,1.4,523,523,0.2,0.4,682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,MIN,62,8.6,23,7.64
328,455,Nick Collison,PF,36,6.4,0.7,1.2,609,0.0,0.1,0.0,0.7,1.1,636,609,0.3,0.4,625,0.5,1.1,1.6,0.6,0.1,0.1,0.2,0.9,1.7,OKC,20,6.4,10,3.75
329,456,Jordan Hill,C,29,6.7,0.7,1.9,385,0.0,0.0,,0.7,1.9,385,385,0.3,0.3,1.0,1.1,0.9,2.0,0.0,0.1,0.0,0.6,1.3,1.7,MIN,7,6.7,2,4.0
330,457,Bruno Caboclo,SF,21,4.4,0.7,1.8,375,0.2,0.7,333,0.4,1.1,0.4,438,0.0,0.0,,0.6,0.6,1.1,0.4,0.2,0.1,0.2,0.4,1.6,TOR,9,4.4,8,1.59
331,458,Deyonta Davis,C,20,6.6,0.7,1.3,511,0.0,0.0,,0.7,1.3,511,511,0.3,0.5,556,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,1.6,MEM,36,6.6,23,1.37
332,458,Deyonta Davis,C,20,6.6,0.7,1.3,511,0.0,0.0,,0.7,1.3,511,511,0.3,0.5,556,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,1.6,MEM,36,6.6,23,1.31
333,459,Ryan Kelly,PF,25,6.9,0.5,1.8,0.28600000000000003,0.3,0.6,0.4,0.3,1.1,222,0.35700000000000004,0.3,0.4,833,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6,ATL,16,6.9,6,1.58
334,460,Jordan Mickey,PF,22,5.6,0.6,1.4,441,0.0,0.0,0.0,0.6,1.3,455,441,0.3,0.6,0.5710000000000001,0.5,0.8,1.4,0.3,0.1,0.2,0.4,0.5,1.5,BOS,25,5.6,9,1.47
335,463,Mike Miller,SF,36,7.6,0.5,1.2,391,0.4,1.0,0.4,0.1,0.2,333,565,0.1,0.1,1.0,0.1,1.8,1.9,1.1,0.1,0.0,0.7,0.5,1.4,DEN,20,7.6,9,3.5
336,464,Diamond Stone,C,19,3.4,0.4,1.9,231,0.0,0.0,,0.4,1.9,231,231,0.6,0.6,1.0,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4,LAC,7,3.4,6,1.31
337,466,Brice Johnson,PF,22,3.0,0.7,2.3,0.28600000000000003,0.0,0.0,,0.7,2.3,0.28600000000000003,0.28600000000000003,0.0,0.0,,0.3,0.7,1.0,0.3,0.7,0.3,0.3,0.0,1.3,LAC,3,3.0,1,1.33
338,471,Mike Tobey,C,22,12.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0,CHA,2,12.5,0,0.07
339,475,Alonzo Gee,SF,29,6.8,0.2,1.1,214,0.0,0.2,0.0,0.2,0.8,273,214,0.4,0.7,556,0.3,0.8,1.2,0.5,0.4,0.1,0.3,1.1,0.8,DEN,13,6.8,4,0.06
340,481,John Lucas III,PG,34,2.2,0.2,0.8,0.25,0.0,0.2,0.0,0.2,0.6,333,0.25,0.0,0.0,,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,MIN,5,2.2,3,0.98
341,482,Aaron Harrison,SG,22,3.4,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.4,0.5,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2,CHA,5,3.4,2,0.87
342,482,Giancarlo Magalli,SG,22,3.4,0.0,0.8,NaN,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.4,0.5,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2,CHA,5,3.4,2,0.87
343,483,Massimo Giletti,SG,22,3.4,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.4,0.5,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2,CHA,5,3.4,2,0.87
344,484,Massimo Giletti,SG,22,3.4,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.4,0.5,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2,CHA,5,3.4,2,0.87
